business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,price_level
OPERATIONAL,"{'location': {'lat': 3.0075312, 'lng': 101.435237}, 'viewport': {'northeast': {'lat': 3.008980179892723, 'lng': 101.4365855298927}, 'southwest': {'lat': 3.006280520107278, 'lng': 101.4338858701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,The Gdenz Resto’Ba,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101721385951794952204"">Oxide Nos</a>'], 'photo_reference': 'AW30NDzPkFGEiHXCjLc8IZBuIHEZ1s0tN9Rk3opbFkaarhbFm0X-YjMBBqPNOyhqVoQw4S42HdOBwjN9KfTEkGcYvo3k0U7Qqrn6LdOCmr-6ZHbcGhX3ok8BsICg9tVmo63ATbviQVzeLEYWjK5ZUQnKeSfvlWlwfgZg15fY0jRNDkYN9X1B', 'width': 3024}]",ChIJHb4HUaytzTER5gFlcmyd234,"{'compound_code': '2C5P+23 Klang, Selangor', 'global_code': '6PM32C5P+23'}",4.2,ChIJHb4HUaytzTER5gFlcmyd234,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",25,"31, Jalan Batu Nilam 4, Bandar Bukit Tinggi 1, Klang",
OPERATIONAL,"{'location': {'lat': 2.997989, 'lng': 101.4419644}, 'viewport': {'northeast': {'lat': 2.999401879892722, 'lng': 101.4433337298927}, 'southwest': {'lat': 2.996702220107277, 'lng': 101.4406340701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Atmos_FS - Not Your Authentic Poké Bowl,{'open_now': False},"[{'height': 2683, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114868330178575053185"">A Google User</a>'], 'photo_reference': 'AW30NDycnCXQqkOfvjUOFapzebdyAOfr6EJyfVS6SCmdoO5-bxATqMzCf9spbI56ivRPYP47jnRzEra38ImyP1VGHZ9WWd4k-yNwBl_5FfgaqXr12acT4MsReB7yYyekaL37VT7INdJ6YlEk-eEH_MzvhbWeFfE2GLBMEmJKksdLgODHrZBR', 'width': 2620}]",ChIJ11jBU6qtzTERPgiqNyzBAsQ,"{'compound_code': 'XCXR+5Q Klang, Selangor', 'global_code': '6PJ3XCXR+5Q'}",4.6,ChIJ11jBU6qtzTERPgiqNyzBAsQ,GOOGLE,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",35,"No5-1, Lorong Batu Nilam 21B, Bandar Bukit Tinggi 1, Klang",
OPERATIONAL,"{'location': {'lat': 2.9935335, 'lng': 101.4450989}, 'viewport': {'northeast': {'lat': 2.994828779892722, 'lng': 101.4464593298927}, 'southwest': {'lat': 2.992129120107278, 'lng': 101.4437596701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Nando's AEON Bukit Tinggi,{'open_now': False},"[{'height': 1960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112353799294085028833"">Jia Ching</a>'], 'photo_reference': 'AW30NDyeFFA1y42-TXLDpWh2UQLzqZqF29a3zLRLqFEVmBI872QXrDf7mE0DTuDcjgUB3KFTjnRbh6TqZszrZoxID3w92B5kyK0kkgoY2uvkwhe84ao5gS32RAzwwn1bogH28CNXswRF51jfP4UcnOLdq7WiCPFlX303MiaY3Hdwt4iVz9Uu', 'width': 4032}]",ChIJLTLa2nyszTERQkWQO7dBWGs,"{'compound_code': 'XCVW+C2 Klang, Selangor', 'global_code': '6PJ3XCVW+C2'}",3.2,ChIJLTLa2nyszTERQkWQO7dBWGs,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",180,"Persiaran Batu Nilam 1/KS 6 G25, Ground Floor, No 1, Bandar Bukit Tinggi 2, Klang",2.0
OPERATIONAL,"{'location': {'lat': 2.9977259, 'lng': 101.4416288}, 'viewport': {'northeast': {'lat': 2.999075229892722, 'lng': 101.4429811798927}, 'southwest': {'lat': 2.996375570107277, 'lng': 101.4402815201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Korean BBQ Todam,{'open_now': False},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101057288899766398287"">Yen Wpy</a>'], 'photo_reference': 'AW30NDxny8nfUpp07MChucoCkzSCArdT8upUt8Vt54xWDUlmirJ_NPMZzzhRjrQ0XKYvvfXzTnOOJfbnfCngJfPoY5fRuLoB0r04pGchAYAoh_eqbdBehNKI0OC81R6gDH8lQg8FTrVJgvmQDttqiTYlHtRjYGdE6yMN3k8wl4bhAh3aVgVS', 'width': 2560}]",ChIJTanRb4eszTERTTne8bG442Q,"{'compound_code': 'XCXR+3M Klang, Selangor', 'global_code': '6PJ3XCXR+3M'}",4.1,ChIJTanRb4eszTERTTne8bG442Q,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",140,"No. 2, 1, Lorong Batu Nilam 21B, Bandar Bukit Tinggi 2, Klang",
OPERATIONAL,"{'location': {'lat': 2.9942026, 'lng': 101.4434507}, 'viewport': {'northeast': {'lat': 2.995416729892722, 'lng': 101.4445172798927}, 'southwest': {'lat': 2.992717070107278, 'lng': 101.4418176201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Family Rice Bukit Tinggi (Catering available),{'open_now': False},"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103087697679329707673"">A Google User</a>'], 'photo_reference': 'AW30NDyRTVm9A7JfWg-D1tvEp8haMaUG1XnyHlWGkABrx-RlnHEFRU1Af6-7qdX3LRmsCuVvAs2o2c6cuwgmn8IPkPqZeoFTZu49baKr1ROjtmivy3-nHq-K9IsM5seLd5X5ix_QBtkCjWI_a8cjAqzUA-5-j2XRGcIewh7ra3VpZpuZjtKf', 'width': 2048}]",ChIJ2yRKs82tzTERku2MUBEXX4k,"{'compound_code': 'XCVV+M9 Klang, Selangor', 'global_code': '6PJ3XCVV+M9'}",4.1,ChIJ2yRKs82tzTERku2MUBEXX4k,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",24,"Persiaran Batu Nilam 16, Bandar Bukit Tinggi 2, Klang",
OPERATIONAL,"{'location': {'lat': 2.9880489, 'lng': 101.4437269}, 'viewport': {'northeast': {'lat': 2.989354079892723, 'lng': 101.4450859298927}, 'southwest': {'lat': 2.986654420107278, 'lng': 101.4423862701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Boston Food & Beverage Marketing Sdn. Bhd.,{'open_now': False},,ChIJ0-WolXqszTER-UoZnHKpQ4w,"{'compound_code': 'XCQV+6F Klang, Selangor', 'global_code': '6PJ3XCQV+6F'}",4.0,ChIJ0-WolXqszTER-UoZnHKpQ4w,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",10,"No. 60, Jalan Mahogani 1/DS7, Bandar Botanic, Selangor, Klang",
OPERATIONAL,"{'location': {'lat': 3.007168, 'lng': 101.4348984}, 'viewport': {'northeast': {'lat': 3.008472929892722, 'lng': 101.4362484798927}, 'southwest': {'lat': 3.005773270107277, 'lng': 101.4335488201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Brilliant Nasi Lemak House,{'open_now': False},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103154494175317989319"">A Google User</a>'], 'photo_reference': 'AW30NDyemfN7b5e2IxV_BqJOttbQDn_pTjnf0iZRlJt0cDlGVU8bs5wlPSSV3VVCZmVXZNj6550u5aaDQzEG715PKcPfv-9mAuOoyA5jY6APlMTsUjBHyzClu-_1JCCuAP_GgJd8BKOk2IWVkfHwUj51818dHQ0jmdaQKkMDpGQT1Go2Dxmw', 'width': 3000}]",ChIJZd35S52szTERilmvGenA2B0,"{'compound_code': '2C4M+VX Klang, Selangor', 'global_code': '6PM32C4M+VX'}",3.9,ChIJZd35S52szTERilmvGenA2B0,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",241,"20, Lorong Batu Nilam 4b, Bandar Bukit Tinggi 1, Klang",2.0
OPERATIONAL,"{'location': {'lat': 2.99916, 'lng': 101.4444199}, 'viewport': {'northeast': {'lat': 3.000514529892722, 'lng': 101.4457802798927}, 'southwest': {'lat': 2.997814870107278, 'lng': 101.4430806201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,RASA Western Food,{'open_now': False},,ChIJ_8k_b_6tzTER73cORmHQA38,"{'compound_code': 'XCXV+MQ Klang, Selangor', 'global_code': '6PJ3XCXV+MQ'}",0.0,ChIJ_8k_b_6tzTER73cORmHQA38,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",0,"19-1 hingga 19, 12, jalan remia 2/ks6, Bandar Botanik, Klang",
OPERATIONAL,"{'location': {'lat': 2.9955003, 'lng': 101.4442565}, 'viewport': {'northeast': {'lat': 2.996891129892723, 'lng': 101.4456885298927}, 'southwest': {'lat': 2.994191470107278, 'lng': 101.4429888701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,D Laksa Aeon Bukit Tinggi,{'open_now': False},"[{'height': 3452, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101495519107213063123"">A Google User</a>'], 'photo_reference': 'AW30NDyB-3nSurrNZ_r5fXJ-ynXkws_08CceFaGCvliBKGOjOHeNBKgqpFTvriOFltBIh-4ldRqnJyDoQyIho0L30ZbkivggkLOVCzLaEx1Xa10Fz1j3rQkaRQt8h_Dt7UjSg1HCtsaEq33ZwnDJte8aqIcKFRKC4hLRNtOV2OpA4XzxSDuy', 'width': 3648}]",ChIJo1FV6bqrzTERVRRqwzgXCSM,"{'compound_code': 'XCWV+6P Klang, Selangor', 'global_code': '6PJ3XCWV+6P'}",3.6,ChIJo1FV6bqrzTERVRRqwzgXCSM,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",8,"Aeon Bukit Tinggi, Lot G03 & G04, Level Ground Floor Persiaran Batu Nilam, 1, KS 6, Bandar Bukit Tinggi 1, Klang",
OPERATIONAL,"{'location': {'lat': 3.0071163, 'lng': 101.4452132}, 'viewport': {'northeast': {'lat': 3.008462729892722, 'lng': 101.4466175798927}, 'southwest': {'lat': 3.005763070107277, 'lng': 101.4439179201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Soon Kee Food Court,{'open_now': False},,ChIJ-S7pqZqszTER0zq6RChRoq0,"{'compound_code': '2C4W+R3 Klang, Selangor', 'global_code': '6PM32C4W+R3'}",4.3,ChIJ-S7pqZqszTER0zq6RChRoq0,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,"32, Jalan Selampit 22, Taman Klang Jaya, Klang",
OPERATIONAL,"{'location': {'lat': 3.0099913, 'lng': 101.4367461}, 'viewport': {'northeast': {'lat': 3.011287979892722, 'lng': 101.4380958798927}, 'southwest': {'lat': 3.008588320107278, 'lng': 101.4353962201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,LAN KWAI FONG HONG KONG FOOD & BEVERAGES,{'open_now': True},"[{'height': 756, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115253870786844424404"">Gabriel Gaby</a>'], 'photo_reference': 'AW30NDw8bzfpXfHkiC_aLaVy9Xb7ki1BzfnI8FDZThPtew62xD0dyoRs_gdsixqUG2okNK6KOMbUOhr979ZS6k-5kJdmcUgCPZWZqR7FFNda8OkZPpmhqeF7dI3bQjoDgoORdn72MwFs-Bb9UCE4yDShB8ohr3CyTMs87MyPy-E3eqCDfePZ', 'width': 1008}]",ChIJGVcXsZ2szTERkn6aGx9G6q4,"{'compound_code': '2C5P+XM Klang, Selangor', 'global_code': '6PM32C5P+XM'}",3.9,ChIJGVcXsZ2szTERkn6aGx9G6q4,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",192,"19, Lorong Batu Nilam 3f, Bandar Bukit Tinggi 1, Klang",
OPERATIONAL,"{'location': {'lat': 2.9948811, 'lng': 101.442955}, 'viewport': {'northeast': {'lat': 2.996128329892722, 'lng': 101.4440905798927}, 'southwest': {'lat': 2.993428670107277, 'lng': 101.4413909201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,凤王府 FWF Hotpot @ Klang,{'open_now': True},"[{'height': 2604, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114343811451907045809"">A Google User</a>'], 'photo_reference': 'AW30NDzzD1_wEFg_fkE2-bUXjFbLX_1rLDG8nz8ypBBQKPu6f8Q5K-f_PHPDnD2N9WgFdK7HxN6iSlAwRsLdfTg8fGBMOIeVNUmcqh0QzA4W5ACLGRE9e19XLMuasw4L0Q-QKpt9J1yWNFuNFykEbxTY9L9Lpy6LLDn1PHWnjxTV2N00OZ6L', 'width': 4624}]",ChIJ69_117qtzTERQGYqpmXlDGs,"{'compound_code': 'XCVV+X5 Klang, Selangor', 'global_code': '6PJ3XCVV+X5'}",4.8,ChIJ69_117qtzTERQGYqpmXlDGs,GOOGLE,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",1750,"G9 & G10, MTBBT2, The Landmark, Persiaran Batu Nilam 16, Bandar Bukit Tinggi 1, Klang",
